Fecha,Id de empleado,Nombre y Apellido,Inicio de turno,Fin de turno,Status
1/1/2025,EMP0209,Angela James,1/1/2025 09:17,1/1/2025 17:47,Activo
1/1/2025,EMP0236,Haley Torres,1/1/2025 09:47,1/1/2025 18:08,Activo
1/1/2025,EMP0212,Kaitlin Greene,,,Off
1/1/2025,EMP0272,Jennifer Berger,1/1/2025 06:11,1/1/2025 14:32,Activo
1/1/2025,EMP0188,Deborah Fleming,1/1/2025 09:05,1/1/2025 17:13,Activo
1/1/2025,EMP0162,John Rogers,1/1/2025 10:44,1/1/2025 19:04,Activo
1/1/2025,EMP0204,Stephen York,,,Off
1/1/2025,EMP0134,Lisa Hanson,1/1/2025 10:13,1/1/2025 18:34,Activo
1/1/2025,EMP0186,John Ford DDS,1/1/2025 09:42,1/1/2025 18:11,Activo
1/1/2025,EMP0097,Douglas Kramer,1/1/2025 07:06,1/1/2025 15:30,Activo
1/1/2025,EMP0140,Matthew Leonard,1/1/2025 10:25,1/1/2025 18:30,Activo
1/1/2025,EMP0031,Carlos Gomez,1/1/2025 09:21,1/1/2025 17:33,Activo
1/1/2025,EMP0244,Steven Johnson,1/1/2025 08:16,1/1/2025 16:23,Activo
1/1/2025,EMP0067,Donald Bond,,,Baja
1/1/2025,EMP0298,Samuel Ballard,1/1/2025 10:55,1/1/2025 19:19,Activo
1/1/2025,EMP0287,John Everett,1/1/2025 06:37,1/1/2025 14:47,Activo
1/1/2025,EMP0275,Tanya Sharp,1/1/2025 06:40,1/1/2025 14:59,Activo
1/1/2025,EMP0265,Samuel Barrett,1/1/2025 08:25,1/1/2025 16:53,Activo
1/1/2025,EMP0293,Joe Rios,1/1/2025 09:13,1/1/2025 17:13,Activo
1/1/2025,EMP0094,Virginia Coleman,1/1/2025 06:41,1/1/2025 14:53,Activo
1/1/2025,EMP0211,Monique Henson,1/1/2025 07:24,1/1/2025 15:28,Activo
1/1/2025,EMP0191,Elizabeth Diaz,1/1/2025 06:50,1/1/2025 14:51,Activo
1/1/2025,EMP0253,Brett Hammond DVM,1/1/2025 08:43,1/1/2025 16:45,Activo
1/1/2025,EMP0300,Tiffany Nguyen,1/1/2025 09:16,1/1/2025 17:17,Activo
1/1/2025,EMP0179,Alan Reed,1/1/2025 09:32,1/1/2025 17:46,Activo
1/1/2025,EMP0085,Spencer Morgan,1/1/2025 06:55,1/1/2025 15:04,Activo
1/1/2025,EMP0018,Jenna Sims,1/1/2025 10:06,1/1/2025 18:08,Activo
1/1/2025,EMP0081,Sara Nelson,1/1/2025 07:47,1/1/2025 16:07,Activo
1/1/2025,EMP0202,Sharon White,1/1/2025 08:48,1/1/2025 17:15,Activo
1/1/2025,EMP0277,Lisa Villanueva,1/1/2025 07:55,1/1/2025 16:24,Activo
1/1/2025,EMP0050,Joseph Carr,1/1/2025 09:47,1/1/2025 18:07,Activo
1/1/2025,EMP0039,Jeffrey Medina,1/1/2025 07:38,1/1/2025 15:51,Activo
1/1/2025,EMP0216,Maria Dickson,1/1/2025 08:59,1/1/2025 17:04,Activo
1/1/2025,EMP0237,Heather Young,1/1/2025 09:59,1/1/2025 18:19,Activo
1/1/2025,EMP0080,Robert Allen,1/1/2025 07:48,1/1/2025 16:13,Activo
1/1/2025,EMP0156,Jessica Odom,,,Baja
1/1/2025,EMP0226,Theresa Martin,1/1/2025 10:20,1/1/2025 18:38,Activo
1/1/2025,EMP0165,Todd Walters,1/1/2025 10:25,1/1/2025 18:39,Activo
1/1/2025,EMP0007,Nancy Welch,1/1/2025 09:30,1/1/2025 17:52,Activo
1/1/2025,EMP0064,Joseph Cooper,1/1/2025 06:21,1/1/2025 14:32,Activo
1/1/2025,EMP0157,Jordan Williams,,,Off
1/1/2025,EMP0084,Michaela Wood,1/1/2025 08:33,1/1/2025 16:51,Activo
1/1/2025,EMP0245,Juan Lin,1/1/2025 10:45,1/1/2025 19:09,Activo
1/1/2025,EMP0136,Andrea Nelson,1/1/2025 06:30,1/1/2025 14:32,Activo
1/1/2025,EMP0096,Michelle Ortiz,1/1/2025 07:44,1/1/2025 16:02,Activo
1/1/2025,EMP0001,Stephanie Thomas,1/1/2025 10:24,1/1/2025 18:43,Activo
1/1/2025,EMP0149,Cheryl Peterson,1/1/2025 10:59,1/1/2025 19:02,Activo
1/1/2025,EMP0178,Joshua King,1/1/2025 08:18,1/1/2025 16:40,Activo
1/1/2025,EMP0196,Tanya Sanchez,1/1/2025 10:11,1/1/2025 18:37,Activo
1/1/2025,EMP0004,Cathy Cross,1/1/2025 09:00,1/1/2025 17:01,Activo
1/1/2025,EMP0278,Jennifer Morton,1/1/2025 07:36,1/1/2025 15:43,Activo
1/1/2025,EMP0291,John Clarke,1/1/2025 07:49,1/1/2025 16:11,Activo
1/1/2025,EMP0044,William Smith,1/1/2025 06:13,1/1/2025 14:17,Activo
1/1/2025,EMP0045,Matthew Leach,1/1/2025 09:32,1/1/2025 17:50,Activo
1/1/2025,EMP0008,Gary Rivera,1/1/2025 07:30,1/1/2025 15:56,Activo
1/1/2025,EMP0053,James Hanna,1/1/2025 08:26,1/1/2025 16:26,Activo
1/1/2025,EMP0190,John Wright,1/1/2025 07:04,1/1/2025 15:11,Activo
1/1/2025,EMP0241,John Murray,1/1/2025 09:48,1/1/2025 18:05,Activo
1/1/2025,EMP0193,Zoe Anderson,1/1/2025 10:18,1/1/2025 18:20,Activo
1/1/2025,EMP0243,Kathryn Miller,1/1/2025 08:31,1/1/2025 16:46,Activo
1/1/2025,EMP0231,Kimberly Woods,1/1/2025 06:44,1/1/2025 14:48,Activo
1/1/2025,EMP0009,Jeremy Leon,1/1/2025 10:04,1/1/2025 18:20,Activo
1/1/2025,EMP0048,Anna Williams,1/1/2025 08:11,1/1/2025 16:33,Activo
1/1/2025,EMP0088,Jennifer Henry,1/1/2025 08:04,1/1/2025 16:27,Activo
1/1/2025,EMP0066,Cody Evans,1/1/2025 10:22,1/1/2025 18:47,Activo
1/1/2025,EMP0276,Christy Boyer,1/1/2025 09:48,1/1/2025 17:50,Activo
1/1/2025,EMP0110,Jessica Lee,1/1/2025 09:27,1/1/2025 17:48,Activo
1/1/2025,EMP0122,Brianna Wolf,1/1/2025 08:21,1/1/2025 16:38,Activo
1/1/2025,EMP0274,John Mills,1/1/2025 10:10,1/1/2025 18:14,Activo
1/1/2025,EMP0139,Autumn Austin,1/1/2025 07:44,1/1/2025 15:55,Activo
1/1/2025,EMP0260,Kristina King,,,Baja
1/1/2025,EMP0197,Jade Patterson,1/1/2025 08:56,1/1/2025 17:00,Activo
1/1/2025,EMP0091,Philip Cross,1/1/2025 10:20,1/1/2025 18:37,Activo
1/1/2025,EMP0267,Micheal Tapia,1/1/2025 09:42,1/1/2025 17:42,Activo
1/1/2025,EMP0284,Ashley Mathis,1/1/2025 09:12,1/1/2025 17:12,Activo
1/1/2025,EMP0177,Edward Stevens,1/1/2025 07:49,1/1/2025 15:53,Activo
1/1/2025,EMP0132,Joseph Johnson,1/1/2025 10:49,1/1/2025 19:16,Activo
1/1/2025,EMP0032,Caleb Francis,1/1/2025 07:38,1/1/2025 16:07,Activo
1/1/2025,EMP0258,Angela Turner,1/1/2025 07:51,1/1/2025 15:58,Activo
1/1/2025,EMP0109,James Gaines,1/1/2025 08:09,1/1/2025 16:26,Activo
1/1/2025,EMP0020,Virginia Martinez,1/1/2025 09:33,1/1/2025 17:52,Activo
1/1/2025,EMP0075,Michael Bennett,1/1/2025 09:06,1/1/2025 17:17,Activo
1/1/2025,EMP0092,Joseph Farrell,,,Off
1/1/2025,EMP0203,Stephen Montgomery,1/1/2025 07:22,1/1/2025 15:47,Activo
1/1/2025,EMP0220,Ronald Thornton,1/1/2025 10:41,1/1/2025 18:54,Activo
1/1/2025,EMP0259,Erin Wagner,1/1/2025 08:31,1/1/2025 17:01,Activo
1/1/2025,EMP0068,Sean Jones,1/1/2025 07:26,1/1/2025 15:42,Activo
1/1/2025,EMP0279,William Erickson,1/1/2025 08:54,1/1/2025 17:17,Activo
1/1/2025,EMP0180,Anthony Brown,1/1/2025 09:17,1/1/2025 17:30,Activo
1/1/2025,EMP0228,Daniel Garcia,1/1/2025 08:43,1/1/2025 16:54,Activo
1/1/2025,EMP0176,Benjamin Mcbride,1/1/2025 08:02,1/1/2025 16:16,Activo
1/1/2025,EMP0281,Michael Smith,1/1/2025 07:57,1/1/2025 16:13,Activo
1/1/2025,EMP0026,Patricia Long,1/1/2025 07:06,1/1/2025 15:30,Activo
1/1/2025,EMP0029,Monica Coleman,1/1/2025 06:59,1/1/2025 15:29,Activo
1/1/2025,EMP0111,Tracie Boone,1/1/2025 06:35,1/1/2025 15:05,Activo
1/1/2025,EMP0221,Eddie Jones,1/1/2025 08:46,1/1/2025 17:07,Activo
1/1/2025,EMP0137,Richard Brown,1/1/2025 06:33,1/1/2025 14:50,Activo
1/1/2025,EMP0076,Jeffrey Hayes,1/1/2025 06:59,1/1/2025 15:16,Activo
1/1/2025,EMP0235,Trevor Lucero,1/1/2025 09:20,1/1/2025 17:32,Activo
1/1/2025,EMP0254,Lee Carroll,1/1/2025 08:52,1/1/2025 17:21,Activo
1/1/2025,EMP0030,Michael Walker,1/1/2025 08:48,1/1/2025 16:48,Activo
1/1/2025,EMP0071,Devin Patel,1/1/2025 08:34,1/1/2025 16:37,Activo
1/1/2025,EMP0117,Kari Walker,1/1/2025 06:20,1/1/2025 14:36,Activo
1/1/2025,EMP0035,Gregory Hughes,1/1/2025 06:06,1/1/2025 14:06,Activo
1/1/2025,EMP0195,Alexandra Hall,1/1/2025 10:57,1/1/2025 19:17,Activo
1/1/2025,EMP0172,Christopher Porter,,,Off
1/1/2025,EMP0247,Alison Eaton,1/1/2025 10:56,1/1/2025 19:17,Activo
1/1/2025,EMP0199,Kathleen Davis,1/1/2025 09:31,1/1/2025 17:50,Activo
1/1/2025,EMP0184,Sarah Rose,1/1/2025 09:51,1/1/2025 18:21,Activo
1/1/2025,EMP0210,Christy Martinez,,,Off
1/1/2025,EMP0055,Rebecca Clark,1/1/2025 08:16,1/1/2025 16:31,Activo
1/1/2025,EMP0294,Gerald Chan,1/1/2025 09:05,1/1/2025 17:23,Activo
1/1/2025,EMP0065,Melissa Gomez,1/1/2025 07:28,1/1/2025 15:45,Activo
1/1/2025,EMP0015,Mckenzie Sanders,1/1/2025 10:27,1/1/2025 18:39,Activo
1/1/2025,EMP0033,Peggy Mullen,1/1/2025 07:53,1/1/2025 16:05,Activo
1/1/2025,EMP0173,Raymond Olsen,1/1/2025 08:24,1/1/2025 16:48,Activo
1/1/2025,EMP0183,Shelby Moore,1/1/2025 08:15,1/1/2025 16:44,Activo
1/1/2025,EMP0017,Erika Harris,1/1/2025 07:14,1/1/2025 15:23,Activo
1/1/2025,EMP0154,Anita Carney,1/1/2025 09:28,1/1/2025 17:36,Activo
1/1/2025,EMP0128,Alan Williams,1/1/2025 10:26,1/1/2025 18:33,Activo
1/1/2025,EMP0024,Theresa Barr,1/1/2025 07:30,1/1/2025 15:48,Activo
1/1/2025,EMP0062,Kyle Holden,1/1/2025 07:09,1/1/2025 15:34,Activo
1/1/2025,EMP0100,Bryan Smith,1/1/2025 09:58,1/1/2025 18:26,Activo
1/1/2025,EMP0250,Stacey Nixon,1/1/2025 07:32,1/1/2025 15:35,Activo
1/1/2025,EMP0021,Tyrone Hall,,,Baja
1/1/2025,EMP0169,Patricia Bradford,1/1/2025 10:59,1/1/2025 19:01,Activo
1/1/2025,EMP0213,Yesenia Green,1/1/2025 08:00,1/1/2025 16:05,Activo
1/2/2025,EMP0148,Mr. Michael Lee,1/2/2025 07:31,1/2/2025 15:40,Activo
1/2/2025,EMP0294,Gerald Chan,1/2/2025 07:35,1/2/2025 16:03,Activo
1/2/2025,EMP0185,Jenna Salazar,1/2/2025 09:15,1/2/2025 17:24,Activo
1/2/2025,EMP0230,Jessica Lawrence,,,Off
1/2/2025,EMP0073,Charles Moreno,1/2/2025 08:03,1/2/2025 16:13,Activo
1/2/2025,EMP0241,John Murray,1/2/2025 07:07,1/2/2025 15:26,Activo
1/2/2025,EMP0131,Steven Brown,1/2/2025 08:00,1/2/2025 16:10,Activo
1/2/2025,EMP0104,Paul Lewis,1/2/2025 06:16,1/2/2025 14:31,Activo
1/2/2025,EMP0142,Harry Robinson,1/2/2025 07:48,1/2/2025 16:01,Activo
1/2/2025,EMP0163,Scott Rose,1/2/2025 06:39,1/2/2025 14:54,Activo
1/2/2025,EMP0085,Spencer Morgan,1/2/2025 10:27,1/2/2025 18:32,Activo
1/2/2025,EMP0237,Heather Young,1/2/2025 10:04,1/2/2025 18:12,Activo
1/2/2025,EMP0127,Manuel Anderson,1/2/2025 08:37,1/2/2025 16:52,Activo
1/2/2025,EMP0033,Peggy Mullen,1/2/2025 09:15,1/2/2025 17:28,Activo
1/2/2025,EMP0175,Andrew Williams,1/2/2025 09:01,1/2/2025 17:19,Activo
1/2/2025,EMP0146,Mr. Kevin Hamilton,1/2/2025 10:48,1/2/2025 19:11,Activo
1/2/2025,EMP0206,Marc Perez,1/2/2025 08:37,1/2/2025 16:40,Activo
1/2/2025,EMP0260,Kristina King,1/2/2025 10:35,1/2/2025 18:37,Activo
1/2/2025,EMP0198,Keith Harris,1/2/2025 09:48,1/2/2025 17:57,Activo
1/2/2025,EMP0059,Deborah Jones,1/2/2025 09:46,1/2/2025 17:53,Activo
1/2/2025,EMP0183,Shelby Moore,,,Baja
1/2/2025,EMP0089,Anthony Young,1/2/2025 09:27,1/2/2025 17:38,Activo
1/2/2025,EMP0255,Ashley Fuller,1/2/2025 07:39,1/2/2025 15:53,Activo
1/2/2025,EMP0091,Philip Cross,1/2/2025 10:33,1/2/2025 18:44,Activo
1/2/2025,EMP0057,David Patel,,,Off
1/2/2025,EMP0218,Christian Keller,1/2/2025 10:28,1/2/2025 18:53,Activo
1/2/2025,EMP0178,Joshua King,1/2/2025 08:32,1/2/2025 16:55,Activo
1/2/2025,EMP0174,Yvonne Lawrence,1/2/2025 10:43,1/2/2025 19:04,Activo
1/2/2025,EMP0276,Christy Boyer,1/2/2025 08:57,1/2/2025 17:17,Activo
1/2/2025,EMP0052,Daniel Wheeler,1/2/2025 08:28,1/2/2025 16:31,Activo
1/2/2025,EMP0055,Rebecca Clark,,,Baja
1/2/2025,EMP0201,Karen Bradley,1/2/2025 07:07,1/2/2025 15:32,Activo
1/2/2025,EMP0064,Joseph Cooper,1/2/2025 10:34,1/2/2025 18:42,Activo
1/2/2025,EMP0280,Kenneth Mercado,1/2/2025 08:16,1/2/2025 16:46,Activo
1/2/2025,EMP0295,Justin Golden III,1/2/2025 10:59,1/2/2025 19:11,Activo
1/2/2025,EMP0113,April Barnes,1/2/2025 06:58,1/2/2025 15:11,Activo
1/2/2025,EMP0093,Timothy Johnson,1/2/2025 07:54,1/2/2025 16:12,Activo
1/2/2025,EMP0204,Stephen York,,,Off
1/2/2025,EMP0222,Timothy Roberson,1/2/2025 08:11,1/2/2025 16:21,Activo
1/2/2025,EMP0215,Jay Banks,1/2/2025 09:16,1/2/2025 17:31,Activo
1/2/2025,EMP0292,Patricia Singleton,1/2/2025 09:30,1/2/2025 17:38,Activo
1/2/2025,EMP0140,Matthew Leonard,1/2/2025 07:28,1/2/2025 15:48,Activo
1/2/2025,EMP0234,Karen Erickson,1/2/2025 07:05,1/2/2025 15:09,Activo
1/2/2025,EMP0070,Brenda Hill,1/2/2025 07:32,1/2/2025 15:40,Activo
1/2/2025,EMP0248,Steven Holmes,,,Off
1/2/2025,EMP0194,Daniel Johnson,,,Baja
1/2/2025,EMP0134,Lisa Hanson,1/2/2025 10:29,1/2/2025 18:43,Activo
1/2/2025,EMP0086,Mitchell Hamilton,1/2/2025 08:24,1/2/2025 16:52,Activo
1/2/2025,EMP0103,Eric Gonzalez,1/2/2025 06:50,1/2/2025 15:17,Activo
1/2/2025,EMP0291,John Clarke,1/2/2025 10:05,1/2/2025 18:34,Activo
1/2/2025,EMP0088,Jennifer Henry,1/2/2025 10:48,1/2/2025 19:06,Activo
1/2/2025,EMP0264,Christine Hughes,1/2/2025 10:30,1/2/2025 18:40,Activo
1/2/2025,EMP0275,Tanya Sharp,,,Off
1/2/2025,EMP0219,Rick Estes,1/2/2025 08:31,1/2/2025 16:49,Activo
1/2/2025,EMP0186,John Ford DDS,1/2/2025 10:54,1/2/2025 19:01,Activo
1/2/2025,EMP0049,Roberto Moore,1/2/2025 07:46,1/2/2025 15:51,Activo
1/2/2025,EMP0233,David Chambers,1/2/2025 10:02,1/2/2025 18:22,Activo
1/2/2025,EMP0258,Angela Turner,1/2/2025 06:58,1/2/2025 14:59,Activo
1/2/2025,EMP0208,David Eaton,1/2/2025 08:37,1/2/2025 16:37,Activo
1/2/2025,EMP0051,Deborah Rice,1/2/2025 08:18,1/2/2025 16:29,Activo
1/2/2025,EMP0227,Tamara Green,1/2/2025 06:28,1/2/2025 14:35,Activo
1/2/2025,EMP0069,Todd Sheppard,,,Off
1/2/2025,EMP0288,John King,,,Off
1/2/2025,EMP0231,Kimberly Woods,1/2/2025 09:20,1/2/2025 17:37,Activo
1/2/2025,EMP0056,Mark Duran,,,Baja
1/2/2025,EMP0287,John Everett,1/2/2025 08:18,1/2/2025 16:19,Activo
1/2/2025,EMP0211,Monique Henson,1/2/2025 08:46,1/2/2025 17:04,Activo
1/2/2025,EMP0209,Angela James,1/2/2025 06:36,1/2/2025 14:43,Activo
1/2/2025,EMP0228,Daniel Garcia,1/2/2025 08:19,1/2/2025 16:48,Activo
1/2/2025,EMP0013,Amanda Jackson,1/2/2025 07:18,1/2/2025 15:31,Activo
1/2/2025,EMP0188,Deborah Fleming,1/2/2025 07:55,1/2/2025 16:16,Activo
1/2/2025,EMP0147,Sonya Bean,1/2/2025 09:06,1/2/2025 17:10,Activo
1/2/2025,EMP0011,Brian Williams,1/2/2025 07:39,1/2/2025 15:46,Activo
1/2/2025,EMP0150,Mark Shaffer,1/2/2025 07:56,1/2/2025 16:25,Activo
1/2/2025,EMP0235,Trevor Lucero,1/2/2025 06:49,1/2/2025 15:13,Activo
1/2/2025,EMP0132,Joseph Johnson,1/2/2025 09:21,1/2/2025 17:28,Activo
1/2/2025,EMP0297,Miranda Pratt,1/2/2025 07:23,1/2/2025 15:51,Activo
1/2/2025,EMP0269,Amanda Guerra,1/2/2025 07:56,1/2/2025 16:18,Activo
1/2/2025,EMP0224,Kara Jones,1/2/2025 08:39,1/2/2025 17:09,Activo
1/2/2025,EMP0191,Elizabeth Diaz,1/2/2025 09:20,1/2/2025 17:49,Activo
1/2/2025,EMP0083,Kathryn Morgan,1/2/2025 10:42,1/2/2025 18:59,Activo
1/2/2025,EMP0037,Angela Smith,1/2/2025 06:36,1/2/2025 14:48,Activo
1/2/2025,EMP0101,Richard Scott,1/2/2025 07:32,1/2/2025 15:37,Activo
1/2/2025,EMP0065,Melissa Gomez,1/2/2025 06:38,1/2/2025 14:50,Activo
1/2/2025,EMP0062,Kyle Holden,1/2/2025 06:33,1/2/2025 14:48,Activo
1/2/2025,EMP0220,Ronald Thornton,1/2/2025 10:31,1/2/2025 18:55,Activo
1/2/2025,EMP0262,Timothy Harris,1/2/2025 08:40,1/2/2025 16:55,Activo
1/2/2025,EMP0238,Nicholas Perry,1/2/2025 10:41,1/2/2025 19:08,Activo
1/2/2025,EMP0098,Donald Robinson,1/2/2025 10:09,1/2/2025 18:33,Activo
